,year,Race_url,stage,stage_url,stage_type,profile_icon,stage_winner,stage_winner_url,stage_winner_time,stage_distance,stage_vertical_meters,gc_leader,gc_leader_url,gc_stage_time
161,1992,race/tour-de-france/1992,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1992/stage-3,RR,p1,{'rider_name': 'HARMELING Rob'},{'rider_url': 'rider/rob-harmeling'},{'time': '5:45:17'},218.0,1285.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},5:45:17
162,1992,race/tour-de-france/1992,Wasquehal,https://www.procyclingstats.com/race/tour-de-france/1992/stage-5,RR,p1,{'rider_name': 'BONTEMPI Guido'},{'rider_url': 'rider/guido-bontempi'},{'time': '4:06:01'},196.0,1538.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},4:09:34
163,1992,race/tour-de-france/1992,Brussel,https://www.procyclingstats.com/race/tour-de-france/1992/stage-6,RR,p1,{'rider_name': 'JALABERT Laurent'},{'rider_url': 'rider/laurent-jalabert'},{'time': '3:37:06'},167.0,2168.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},3:38:28
164,1992,race/tour-de-france/1992,Valkenburg,https://www.procyclingstats.com/race/tour-de-france/1992/stage-7,RR,p1,{'rider_name': 'DELION Gilles'},{'rider_url': 'rider/gilles-delion'},{'time': '4:21:47'},196.5,2010.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},4:22:52
165,1992,race/tour-de-france/1992,Koblenz,https://www.procyclingstats.com/race/tour-de-france/1992/stage-8,RR,p1,{'rider_name': 'NEVENS Jan'},{'rider_url': 'rider/jan-nevens'},{'time': '4:45:23'},206.5,2609.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},4:49:41
166,1992,race/tour-de-france/1992,Luxembourg,https://www.procyclingstats.com/race/tour-de-france/1992/stage-9,ITT,p2,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '1:19:31'},65.0,880.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},1:23:37
167,1992,race/tour-de-france/1992,Straatsburg,https://www.procyclingstats.com/race/tour-de-france/1992/stage-10,RR,p1,{'rider_name': 'VAN POPPEL Jean-Paul'},{'rider_url': 'rider/jean-paul-van-poppel'},{'time': '5:02:45'},217.0,2848.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},5:02:45
168,1992,race/tour-de-france/1992,Mulhouse,https://www.procyclingstats.com/race/tour-de-france/1992/stage-11,RR,p2,{'rider_name': 'FIGNON Laurent'},{'rider_url': 'rider/laurent-fignon'},{'time': '6:30:49'},249.5,6161.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},6:31:11
169,1992,race/tour-de-france/1992,Saint-Gervais-les-Bains,https://www.procyclingstats.com/race/tour-de-france/1992/stage-12,RR,p3,{'rider_name': 'JÄRMANN Rolf'},{'rider_url': 'rider/rolf-jaermann'},{'time': '7:10:56'},192.0,5436.0,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},7:13:52
170,1992,race/tour-de-france/1992,Sestriere,https://www.procyclingstats.com/race/tour-de-france/1992/stage-13,RR,p5,{'rider_name': 'CHIAPPUCCI Claudio'},{'rider_url': 'rider/claudio-chiappucci'},{'time': '7:44:51'},254.5,10019.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},7:46:36
171,1992,race/tour-de-france/1992,l'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/1992/stage-14,RR,p5,{'rider_name': 'HAMPSTEN Andrew'},{'rider_url': 'rider/andrew-hampsten'},{'time': '5:41:58'},186.5,7951.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:45:13
172,1992,race/tour-de-france/1992,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/1992/stage-15,RR,p2,{'rider_name': 'CHIOCCIOLI Franco'},{'rider_url': 'rider/franco-chioccioli'},{'time': '4:43:59'},198.0,2662.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:44:48
173,1992,race/tour-de-france/1992,La Bourboule,https://www.procyclingstats.com/race/tour-de-france/1992/stage-16,RR,p3,{'rider_name': 'ROCHE Stephen'},{'rider_url': 'rider/stephen-roche'},{'time': '5:52:14'},212.0,4915.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:53:05
174,1992,race/tour-de-france/1992,Montluçon,https://www.procyclingstats.com/race/tour-de-france/1992/stage-17,RR,p2,{'rider_name': 'COLOTTI Jean-Claude'},{'rider_url': 'rider/jean-claude-colotti'},{'time': '4:34:55'},189.0,3150.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:51:10
175,1992,race/tour-de-france/1992,Tours,https://www.procyclingstats.com/race/tour-de-france/1992/stage-18,RR,p2,{'rider_name': 'MARIE Thierry'},{'rider_url': 'rider/thierry-marie'},{'time': '5:07:15'},212.0,1610.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:07:15
176,1992,race/tour-de-france/1992,Blois,https://www.procyclingstats.com/race/tour-de-france/1992/stage-19,ITT,p2,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '1:13:21'},64.0,624.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},1:13:21
177,1992,race/tour-de-france/1992,Nanterre,https://www.procyclingstats.com/race/tour-de-france/1992/stage-20,RR,p2,{'rider_name': 'DE CLERCQ Peter'},{'rider_url': 'rider/peter-de-clercq'},{'time': '6:03:36'},222.0,1489.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:11:07
178,1992,race/tour-de-france/1992,Paris,https://www.procyclingstats.com/race/tour-de-france/1992/stage-21,RR,p2,{'rider_name': 'LUDWIG Olaf'},{'rider_url': 'rider/olaf-ludwig'},{'time': '3:28:37'},141.0,1808.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},3:28:37
179,1993,race/tour-de-france/1993,Puy-du-Fou,https://www.procyclingstats.com/race/tour-de-france/1993/prologue,RR,p1,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '0:08:12'},6.8,110.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},0:08:12
180,1993,race/tour-de-france/1993,Les Sables-d'Olonne,https://www.procyclingstats.com/race/tour-de-france/1993/stage-1,RR,p1,{'rider_name': 'CIPOLLINI Mario'},{'rider_url': 'rider/mario-cipollini'},{'time': '4:52:29'},215.0,1859.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:52:29
181,1993,race/tour-de-france/1993,Vannes,https://www.procyclingstats.com/race/tour-de-france/1993/stage-2,RR,p1,{'rider_name': 'NELISSEN Wilfried'},{'rider_url': 'rider/wilfried-nelissen'},{'time': '5:41:09'},227.5,1349.0,{'rider_name': 'NELISSEN Wilfried'},{'rider_url': 'rider/wilfried-nelissen'},5:41:09
182,1993,race/tour-de-france/1993,Dinard,https://www.procyclingstats.com/race/tour-de-france/1993/stage-3,RR,p1,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '4:41:53'},189.5,2317.0,{'rider_name': 'NELISSEN Wilfried'},{'rider_url': 'rider/wilfried-nelissen'},4:41:53
183,1993,race/tour-de-france/1993,Evreux,https://www.procyclingstats.com/race/tour-de-france/1993/stage-5,RR,p1,{'rider_name': 'SKIBBY Jesper'},{'rider_url': 'rider/jesper-skibby'},{'time': '5:11:57'},225.5,2350.0,{'rider_name': 'NELISSEN Wilfried'},{'rider_url': 'rider/wilfried-nelissen'},5:11:58
184,1993,race/tour-de-france/1993,Amiens,https://www.procyclingstats.com/race/tour-de-france/1993/stage-6,RR,p1,{'rider_name': 'BRUYNEEL Johan'},{'rider_url': 'rider/johan-bruyneel'},{'time': '3:11:50'},158.0,1533.0,{'rider_name': 'CIPOLLINI Mario'},{'rider_url': 'rider/mario-cipollini'},3:12:03
185,1993,race/tour-de-france/1993,Châlons Sur Marne,https://www.procyclingstats.com/race/tour-de-france/1993/stage-7,RR,p1,{'rider_name': 'RIIS Bjarne'},{'rider_url': 'rider/bjarne-riis'},{'time': '4:28:11'},199.0,2203.0,{'rider_name': 'MUSEEUW Johan'},{'rider_url': 'rider/johan-museeuw'},4:28:11
186,1993,race/tour-de-france/1993,Verdun,https://www.procyclingstats.com/race/tour-de-france/1993/stage-8,RR,p1,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '4:22:23'},184.5,1843.0,{'rider_name': 'MUSEEUW Johan'},{'rider_url': 'rider/johan-museeuw'},4:22:37
187,1993,race/tour-de-france/1993,Lac De Madine,https://www.procyclingstats.com/race/tour-de-france/1993/stage-9,ITT,p1,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '1:12:50'},59.0,649.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},1:12:50
188,1993,race/tour-de-france/1993,Serre Chevalier,https://www.procyclingstats.com/race/tour-de-france/1993/stage-10,RR,p4,{'rider_name': 'ROMINGER Tony'},{'rider_url': 'rider/tony-rominger'},{'time': '5:28:52'},203.0,7288.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:28:52
189,1993,race/tour-de-france/1993,Isola 2000,https://www.procyclingstats.com/race/tour-de-france/1993/stage-11,RR,p5,{'rider_name': 'ROMINGER Tony'},{'rider_url': 'rider/tony-rominger'},{'time': '5:41:03'},179.0,5339.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:41:03
190,1993,race/tour-de-france/1993,Marseille,https://www.procyclingstats.com/race/tour-de-france/1993/stage-12,RR,p2,{'rider_name': 'ROSCIOLI Fabio'},{'rider_url': 'rider/fabio-roscioli'},{'time': '7:29:44'},286.0,6948.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},7:50:19
191,1993,race/tour-de-france/1993,Montpellier,https://www.procyclingstats.com/race/tour-de-france/1993/stage-13,RR,p1,{'rider_name': 'LUDWIG Olaf'},{'rider_url': 'rider/olaf-ludwig'},{'time': '4:13:10'},181.5,1289.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:13:10
192,1993,race/tour-de-france/1993,Perpignan,https://www.procyclingstats.com/race/tour-de-france/1993/stage-14,RR,p1,{'rider_name': 'LINO Pascal'},{'rider_url': 'rider/pascal-lino'},{'time': '5:28:51'},223.0,2307.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:45:10
193,1993,race/tour-de-france/1993,Pal,https://www.procyclingstats.com/race/tour-de-france/1993/stage-15,RR,p5,{'rider_name': 'RINCÓN Oliverio'},{'rider_url': 'rider/oliverio-rincon-quintana'},{'time': '7:20:19'},231.5,8182.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},7:22:09
194,1993,race/tour-de-france/1993,Pla d'Adet,https://www.procyclingstats.com/race/tour-de-france/1993/stage-16,RR,p5,{'rider_name': 'JASKUŁA Zenon'},{'rider_url': 'rider/zenon-jaskula'},{'time': '7:21:01'},230.0,7782.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},7:21:04
195,1993,race/tour-de-france/1993,Pau,https://www.procyclingstats.com/race/tour-de-france/1993/stage-17,RR,p4,{'rider_name': 'CHIAPPUCCI Claudio'},{'rider_url': 'rider/claudio-chiappucci'},{'time': '5:05:33'},189.5,5547.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:06:57
196,1993,race/tour-de-france/1993,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1993/stage-18,RR,p1,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '5:09:04'},199.5,1215.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:13:56
197,1993,race/tour-de-france/1993,Montlhéry,https://www.procyclingstats.com/race/tour-de-france/1993/stage-19,ITT,p1,{'rider_name': 'ROMINGER Tony'},{'rider_url': 'rider/tony-rominger'},{'time': '0:57:02'},48.0,608.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},0:57:44
198,1993,race/tour-de-france/1993,Paris,https://www.procyclingstats.com/race/tour-de-france/1993/stage-20,RR,p1,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '5:27:20'},196.5,2395.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:27:20
199,1994,race/tour-de-france/1994,Lille-Euralille,https://www.procyclingstats.com/race/tour-de-france/1994/prologue,RR,p1,{'rider_name': 'BOARDMAN Chris'},{'rider_url': 'rider/christopher-boardman'},{'time': '0:07:49'},7.2,78.0,{'rider_name': 'BOARDMAN Chris'},{'rider_url': 'rider/christopher-boardman'},0:07:49
200,1994,race/tour-de-france/1994,Armentières,https://www.procyclingstats.com/race/tour-de-france/1994/stage-1,RR,p1,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '5:46:16'},234.0,1782.0,{'rider_name': 'BOARDMAN Chris'},{'rider_url': 'rider/christopher-boardman'},5:46:16
201,1994,race/tour-de-france/1994,Boulogne-Sur-Mer,https://www.procyclingstats.com/race/tour-de-france/1994/stage-2,RR,p1,{'rider_name': 'VAN POPPEL Jean-Paul'},{'rider_url': 'rider/jean-paul-van-poppel'},{'time': '5:05:40'},203.5,1948.0,{'rider_name': 'BOARDMAN Chris'},{'rider_url': 'rider/christopher-boardman'},5:05:40
202,1994,race/tour-de-france/1994,Brighton,https://www.procyclingstats.com/race/tour-de-france/1994/stage-4,RR,p1,{'rider_name': 'CABELLO Francisco'},{'rider_url': 'rider/francisco-cabello'},{'time': '5:12:53'},204.5,2693.0,{'rider_name': 'VANZELLA Flavio'},{'rider_url': 'rider/flavio-vanzella'},5:13:13
203,1994,race/tour-de-france/1994,Portsmouth,https://www.procyclingstats.com/race/tour-de-france/1994/stage-5,RR,p1,{'rider_name': 'MINALI Nicola'},{'rider_url': 'rider/nicola-minali'},{'time': '4:10:49'},187.0,2223.0,{'rider_name': 'VANZELLA Flavio'},{'rider_url': 'rider/flavio-vanzella'},4:10:49
204,1994,race/tour-de-france/1994,Rennes,https://www.procyclingstats.com/race/tour-de-france/1994/stage-6,RR,p1,{'rider_name': 'BORTOLAMI Gianluca'},{'rider_url': 'rider/gianluca-bortolami'},{'time': '6:58:47'},270.5,2769.0,{'rider_name': 'YATES Sean'},{'rider_url': 'rider/sean-yates'},6:58:49
205,1994,race/tour-de-france/1994,Futuroscope,https://www.procyclingstats.com/race/tour-de-france/1994/stage-7,RR,p1,{'rider_name': 'SVORADA Ján'},{'rider_url': 'rider/jan-svorada-1'},{'time': '5:56:50'},259.5,1993.0,{'rider_name': 'MUSEEUW Johan'},{'rider_url': 'rider/johan-museeuw'},5:56:50
206,1994,race/tour-de-france/1994,Trélissac,https://www.procyclingstats.com/race/tour-de-france/1994/stage-8,RR,p1,{'rider_name': 'HAMBURGER Bo'},{'rider_url': 'rider/bo-hamburger'},{'time': '5:09:27'},218.5,2702.0,{'rider_name': 'MUSEEUW Johan'},{'rider_url': 'rider/johan-museeuw'},5:11:43
207,1994,race/tour-de-france/1994,Bergerac,https://www.procyclingstats.com/race/tour-de-france/1994/stage-9,ITT,p1,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '1:15:58'},64.0,829.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},1:15:58
208,1994,race/tour-de-france/1994,Cahors,https://www.procyclingstats.com/race/tour-de-france/1994/stage-10,RR,p1,{'rider_name': 'DURAND Jacky'},{'rider_url': 'rider/jacky-durand'},{'time': '3:38:11'},160.5,2552.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},3:40:06
209,1994,race/tour-de-france/1994,Hautacam,https://www.procyclingstats.com/race/tour-de-france/1994/stage-11,RR,p5,{'rider_name': 'LEBLANC Luc'},{'rider_url': 'rider/luc-leblanc'},{'time': '6:58:04'},263.5,3970.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:58:06
210,1994,race/tour-de-france/1994,Luz Ardiden,https://www.procyclingstats.com/race/tour-de-france/1994/stage-12,RR,p5,{'rider_name': 'VIRENQUE Richard'},{'rider_url': 'rider/richard-virenque'},{'time': '6:08:32'},204.5,6987.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:16:14
211,1994,race/tour-de-france/1994,Albi,https://www.procyclingstats.com/race/tour-de-france/1994/stage-13,RR,p1,{'rider_name': 'RIIS Bjarne'},{'rider_url': 'rider/bjarne-riis'},{'time': '5:14:48'},223.0,1848.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:14:57
212,1994,race/tour-de-france/1994,Montpellier,https://www.procyclingstats.com/race/tour-de-france/1994/stage-14,RR,p2,{'rider_name': 'SØRENSEN Rolf'},{'rider_url': 'rider/rolf-sorensen'},{'time': '5:11:04'},202.0,3679.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:17:00
213,1994,race/tour-de-france/1994,Carpentras,https://www.procyclingstats.com/race/tour-de-france/1994/stage-15,RR,p4,{'rider_name': 'POLI Eros'},{'rider_url': 'rider/eros-poli'},{'time': '6:31:59'},231.0,3876.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:35:59
214,1994,race/tour-de-france/1994,L'alpe D'huez,https://www.procyclingstats.com/race/tour-de-france/1994/stage-16,RR,p5,{'rider_name': 'CONTI Roberto'},{'rider_url': 'rider/roberto-conti'},{'time': '6:06:45'},224.5,6983.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:14:41
215,1994,race/tour-de-france/1994,Val Thorens,https://www.procyclingstats.com/race/tour-de-france/1994/stage-17,RR,p5,{'rider_name': 'RODRÍGUEZ Nélson'},{'rider_url': 'rider/nelson-rodriguez-serna'},{'time': '5:13:52'},149.0,7429.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:16:29
216,1994,race/tour-de-france/1994,Cluses,https://www.procyclingstats.com/race/tour-de-france/1994/stage-18,RR,p4,{'rider_name': 'UGRUMOV Piotr'},{'rider_url': 'rider/piotr-ugrumov'},{'time': '4:52:19'},174.5,6490.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:54:58
217,1994,race/tour-de-france/1994,Avoriaz,https://www.procyclingstats.com/race/tour-de-france/1994/stage-19,ITT,p5,{'rider_name': 'UGRUMOV Piotr'},{'rider_url': 'rider/piotr-ugrumov'},{'time': '1:22:59'},47.5,2386.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},1:26:15
218,1994,race/tour-de-france/1994,Lac Saint Point-Malbuisson,https://www.procyclingstats.com/race/tour-de-france/1994/stage-20,RR,p2,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '5:50:37'},208.5,3718.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:50:37
219,1994,race/tour-de-france/1994,Paris,https://www.procyclingstats.com/race/tour-de-france/1994/stage-21,RR,p1,{'rider_name': 'SEIGNEUR Eddy'},{'rider_url': 'rider/eddy-seigneur'},{'time': '4:43:34'},175.0,1965.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:44:03
220,1995,race/tour-de-france/1995,Saint-Brieuc,https://www.procyclingstats.com/race/tour-de-france/1995/prologue,RR,p1,{'rider_name': 'DURAND Jacky'},{'rider_url': 'rider/jacky-durand'},{'time': '0:09:00'},7.3,280.0,{'rider_name': 'DURAND Jacky'},{'rider_url': 'rider/jacky-durand'},0:09:00
221,1995,race/tour-de-france/1995,Lannion,https://www.procyclingstats.com/race/tour-de-france/1995/stage-1,RR,p1,{'rider_name': 'BALDATO Fabio'},{'rider_url': 'rider/fabio-baldato'},{'time': '5:49:18'},228.0,2957.0,{'rider_name': 'DURAND Jacky'},{'rider_url': 'rider/jacky-durand'},5:49:18
222,1995,race/tour-de-france/1995,Vitré,https://www.procyclingstats.com/race/tour-de-france/1995/stage-2,RR,p1,{'rider_name': 'CIPOLLINI Mario'},{'rider_url': 'rider/mario-cipollini'},{'time': '5:26:35'},241.0,2723.0,{'rider_name': 'JALABERT Laurent'},{'rider_url': 'rider/laurent-jalabert'},5:26:35
223,1995,race/tour-de-france/1995,Le Havre,https://www.procyclingstats.com/race/tour-de-france/1995/stage-4,RR,p1,{'rider_name': 'CIPOLLINI Mario'},{'rider_url': 'rider/mario-cipollini'},{'time': '3:40:23'},154.0,1845.0,{'rider_name': 'GOTTI Ivan'},{'rider_url': 'rider/ivan-gotti'},3:40:23
224,1995,race/tour-de-france/1995,Dunkirk,https://www.procyclingstats.com/race/tour-de-france/1995/stage-5,RR,p1,{'rider_name': 'BLIJLEVENS Jeroen'},{'rider_url': 'rider/jeroen-blijlevens'},{'time': '5:51:46'},264.0,2194.0,{'rider_name': 'GOTTI Ivan'},{'rider_url': 'rider/ivan-gotti'},5:51:46
225,1995,race/tour-de-france/1995,Charleroi,https://www.procyclingstats.com/race/tour-de-france/1995/stage-6,RR,p1,{'rider_name': 'ZABEL Erik'},{'rider_url': 'rider/erik-zabel'},{'time': '4:30:57'},191.0,1310.0,{'rider_name': 'RIIS Bjarne'},{'rider_url': 'rider/bjarne-riis'},4:31:00
226,1995,race/tour-de-france/1995,Liège,https://www.procyclingstats.com/race/tour-de-france/1995/stage-7,RR,p2,{'rider_name': 'BRUYNEEL Johan'},{'rider_url': 'rider/johan-bruyneel'},{'time': '4:48:14'},200.0,3572.0,{'rider_name': 'BRUYNEEL Johan'},{'rider_url': 'rider/johan-bruyneel'},4:48:14
227,1995,race/tour-de-france/1995,Séraing,https://www.procyclingstats.com/race/tour-de-france/1995/stage-8,ITT,p3,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '1:04:16'},54.0,937.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},1:04:16
228,1995,race/tour-de-france/1995,La Plagne,https://www.procyclingstats.com/race/tour-de-france/1995/stage-9,RR,p5,{'rider_name': 'ZÜLLE Alex'},{'rider_url': 'rider/alex-zulle'},{'time': '4:41:18'},166.0,6831.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:43:20
229,1995,race/tour-de-france/1995,L'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/1995/stage-10,RR,p5,{'rider_name': 'PANTANI Marco'},{'rider_url': 'rider/marco-pantani'},{'time': '5:13:14'},159.0,7730.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:14:38
230,1995,race/tour-de-france/1995,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/1995/stage-11,RR,p2,{'rider_name': 'SCIANDRI Maximilian'},{'rider_url': 'rider/maximilian-sciandri'},{'time': '4:43:15'},198.0,3287.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:49:07
231,1995,race/tour-de-france/1995,Mende,https://www.procyclingstats.com/race/tour-de-france/1995/stage-12,RR,p5,{'rider_name': 'JALABERT Laurent'},{'rider_url': 'rider/laurent-jalabert'},{'time': '5:19:05'},223.0,4522.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},5:24:46
232,1995,race/tour-de-france/1995,Revel,https://www.procyclingstats.com/race/tour-de-france/1995/stage-13,RR,p2,{'rider_name': 'USHAKOV Serhiy'},{'rider_url': 'rider/serhiy-ushakov'},{'time': '5:50:45'},223.0,4250.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:09:59
233,1995,race/tour-de-france/1995,Guzet-Neige,https://www.procyclingstats.com/race/tour-de-france/1995/stage-14,RR,p5,{'rider_name': 'PANTANI Marco'},{'rider_url': 'rider/marco-pantani'},{'time': '4:29:08'},159.0,3928.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},4:31:39
234,1995,race/tour-de-france/1995,Cauterets-Cambasque,https://www.procyclingstats.com/race/tour-de-france/1995/stage-15,RR,p5,{'rider_name': 'VIRENQUE Richard'},{'rider_url': 'rider/richard-virenque'},{'time': '6:20:48'},207.0,8566.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:23:22
235,1995,race/tour-de-france/1995,Pau,https://www.procyclingstats.com/race/tour-de-france/1995/stage-16,RR,p4,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '77:42:03'},229.0,7254.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},77:42:03
236,1995,race/tour-de-france/1995,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1995/stage-17,RR,p1,{'rider_name': 'ZABEL Erik'},{'rider_url': 'rider/erik-zabel'},{'time': '6:29:49'},210.0,2237.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},6:29:49
237,1995,race/tour-de-france/1995,Limoges,https://www.procyclingstats.com/race/tour-de-france/1995/stage-18,RR,p1,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '3:47:53'},154.0,2476.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},3:55:47
238,1995,race/tour-de-france/1995,Lac de Vassivière,https://www.procyclingstats.com/race/tour-de-france/1995/stage-19,ITT,p1,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},{'time': '0:57:34'},46.0,1097.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},0:57:34
239,1995,race/tour-de-france/1995,Paris,https://www.procyclingstats.com/race/tour-de-france/1995/stage-20,RR,p1,{'rider_name': 'ABDUZHAPAROV Djamolidine'},{'rider_url': 'rider/djamolidine-abduzhaparov'},{'time': '3:39:46'},150.0,1878.0,{'rider_name': 'INDURAIN Miguel'},{'rider_url': 'rider/miguel-indurain'},3:39:46
240,1996,race/tour-de-france/1996,'s-Hertogenbosch,https://www.procyclingstats.com/race/tour-de-france/1996/prologue,RR,p1,{'rider_name': 'ZÜLLE Alex'},{'rider_url': 'rider/alex-zulle'},{'time': '0:10:53'},9.4,84.0,{'rider_name': 'ZÜLLE Alex'},{'rider_url': 'rider/alex-zulle'},0:10:53
