,year,Race_url,stage,stage_url,stage_type,profile_icon,stage_winner,stage_winner_url,stage_winner_time,stage_distance,stage_vertical_meters,gc_leader,gc_leader_url,gc_stage_time
390,2003,race/tour-de-france/2003,Nevers,https://www.procyclingstats.com/race/tour-de-france/2003/stage-5,RR,p1,{'rider_name': 'PETACCHI Alessandro'},{'rider_url': 'rider/alessandro-petacchi'},{'time': '4:09:47'},196.5,2316.0,{'rider_name': 'PEÑA Victor Hugo'},{'rider_url': 'rider/victor-hugo-pena'},4:09:47
391,2003,race/tour-de-france/2003,Lyon,https://www.procyclingstats.com/race/tour-de-france/2003/stage-6,RR,p2,{'rider_name': 'PETACCHI Alessandro'},{'rider_url': 'rider/alessandro-petacchi'},{'time': '5:08:35'},230.0,2641.0,{'rider_name': 'PEÑA Victor Hugo'},{'rider_url': 'rider/victor-hugo-pena'},5:08:35
392,2003,race/tour-de-france/2003,Morzine,https://www.procyclingstats.com/race/tour-de-france/2003/stage-7,RR,p4,{'rider_name': 'VIRENQUE Richard'},{'rider_url': 'rider/richard-virenque'},{'time': '6:06:03'},230.5,5629.0,{'rider_name': 'VIRENQUE Richard'},{'rider_url': 'rider/richard-virenque'},6:06:03
393,2003,race/tour-de-france/2003,L'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/2003/stage-8,RR,p5,{'rider_name': 'MAYO Iban'},{'rider_url': 'rider/iban-mayo'},{'time': '5:57:30'},219.0,7299.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:59:42
394,2003,race/tour-de-france/2003,Gap,https://www.procyclingstats.com/race/tour-de-france/2003/stage-9,RR,p4,{'rider_name': 'VINOKOUROV Alexandre'},{'rider_url': 'rider/alexandre-vinokourov'},{'time': '5:02:00'},184.5,5931.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:02:36
395,2003,race/tour-de-france/2003,Marseille,https://www.procyclingstats.com/race/tour-de-france/2003/stage-10,RR,p2,{'rider_name': 'PIIL Jakob Storm'},{'rider_url': 'rider/jakob-piil'},{'time': '5:09:33'},219.5,2765.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:30:56
396,2003,race/tour-de-france/2003,Toulouse,https://www.procyclingstats.com/race/tour-de-france/2003/stage-11,RR,p2,{'rider_name': 'FLECHA Juan Antonio'},{'rider_url': 'rider/juan-antonio-flecha'},{'time': '3:29:33'},153.5,1858.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:30:15
397,2003,race/tour-de-france/2003,Cap Découverte,https://www.procyclingstats.com/race/tour-de-france/2003/stage-12,ITT,p2,{'rider_name': 'ULLRICH Jan'},{'rider_url': 'rider/jan-ullrich'},{'time': '0:58:32'},47.0,712.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},1:00:08
398,2003,race/tour-de-france/2003,Ax-3 Domaines,https://www.procyclingstats.com/race/tour-de-france/2003/stage-13,RR,p5,{'rider_name': 'SASTRE Carlos'},{'rider_url': 'rider/carlos-sastre'},{'time': '5:16:08'},197.5,5282.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:17:16
399,2003,race/tour-de-france/2003,Loudenvielle-Le-Louron,https://www.procyclingstats.com/race/tour-de-france/2003/stage-14,RR,p4,{'rider_name': 'SIMONI Gilberto'},{'rider_url': 'rider/gilberto-simoni'},{'time': '5:31:52'},191.5,7107.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:33:16
400,2003,race/tour-de-france/2003,Luz-Ardiden,https://www.procyclingstats.com/race/tour-de-france/2003/stage-15,RR,p5,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '4:29:26'},159.5,5362.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:29:26
401,2003,race/tour-de-france/2003,Bayonne,https://www.procyclingstats.com/race/tour-de-france/2003/stage-16,RR,p4,{'rider_name': 'HAMILTON Tyler'},{'rider_url': 'rider/tyler-hamilton'},{'time': '4:59:41'},197.5,5611.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:01:36
402,2003,race/tour-de-france/2003,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/2003/stage-17,RR,p1,{'rider_name': 'KNAVEN Servais'},{'rider_url': 'rider/servais-knaven'},{'time': '3:54:23'},181.0,808.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:02:29
403,2003,race/tour-de-france/2003,Saint-Maixent-l'Ecole,https://www.procyclingstats.com/race/tour-de-france/2003/stage-18,RR,p1,{'rider_name': 'LASTRAS Pablo'},{'rider_url': 'rider/pablo-lastras'},{'time': '4:03:18'},202.5,1678.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:27:23
404,2003,race/tour-de-france/2003,Nantes,https://www.procyclingstats.com/race/tour-de-france/2003/stage-19,ITT,p1,{'rider_name': 'MILLAR David'},{'rider_url': 'rider/david-millar'},{'time': '0:54:05'},49.0,395.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},0:54:19
405,2003,race/tour-de-france/2003,Paris,https://www.procyclingstats.com/race/tour-de-france/2003/stage-20,RR,p1,{'rider_name': 'NAZON Jean-Patrick'},{'rider_url': 'rider/jean-patrick-nazon'},{'time': '3:38:49'},152.0,757.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:39:04
406,2004,race/tour-de-france/2004,Liege,https://www.procyclingstats.com/race/tour-de-france/2004/prologue,RR,p1,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},{'time': '0:06:50'},6.1,177.0,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},0:06:50
407,2004,race/tour-de-france/2004,Charleroi,https://www.procyclingstats.com/race/tour-de-france/2004/stage-1,RR,p2,{'rider_name': 'KIRSIPUU Jaan'},{'rider_url': 'rider/jaan-kirsipuu'},{'time': '4:40:29'},202.5,2864.0,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},4:40:29
408,2004,race/tour-de-france/2004,Namur,https://www.procyclingstats.com/race/tour-de-france/2004/stage-2,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '4:18:39'},197.0,1852.0,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},4:18:39
409,2004,race/tour-de-france/2004,Wasquehal,https://www.procyclingstats.com/race/tour-de-france/2004/stage-3,RR,p1,{'rider_name': 'NAZON Jean-Patrick'},{'rider_url': 'rider/jean-patrick-nazon'},{'time': '4:36:45'},210.0,1615.0,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},4:36:45
410,2004,race/tour-de-france/2004,Chartres,https://www.procyclingstats.com/race/tour-de-france/2004/stage-5,RR,p1,"{'rider_name': ""O'GRADY Stuart""}",{'rider_url': 'rider/stuart-o-grady'},{'time': '5:05:58'},200.5,2026.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},5:05:58
411,2004,race/tour-de-france/2004,Angers,https://www.procyclingstats.com/race/tour-de-france/2004/stage-6,RR,p1,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},{'time': '4:33:41'},196.0,1398.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},4:34:01
412,2004,race/tour-de-france/2004,Saint-Brieuc,https://www.procyclingstats.com/race/tour-de-france/2004/stage-7,RR,p1,{'rider_name': 'POZZATO Filippo'},{'rider_url': 'rider/filippo-pozzato'},{'time': '4:31:34'},204.5,2306.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},4:31:44
413,2004,race/tour-de-france/2004,Quimper,https://www.procyclingstats.com/race/tour-de-france/2004/stage-8,RR,p3,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},{'time': '3:54:22'},168.0,2306.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},3:54:22
414,2004,race/tour-de-france/2004,Guéret,https://www.procyclingstats.com/race/tour-de-france/2004/stage-9,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '3:32:55'},160.5,2818.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},3:32:55
415,2004,race/tour-de-france/2004,Saint-Flour,https://www.procyclingstats.com/race/tour-de-france/2004/stage-10,RR,p3,{'rider_name': 'VIRENQUE Richard'},{'rider_url': 'rider/richard-virenque'},{'time': '6:00:24'},237.0,5786.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},6:05:43
416,2004,race/tour-de-france/2004,Figeac,https://www.procyclingstats.com/race/tour-de-france/2004/stage-11,RR,p2,{'rider_name': 'MONCOUTIÉ David'},{'rider_url': 'rider/david-moncoutie'},{'time': '3:54:58'},164.0,3248.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},4:00:56
417,2004,race/tour-de-france/2004,La Mongie,https://www.procyclingstats.com/race/tour-de-france/2004/stage-12,RR,p5,{'rider_name': 'BASSO Ivan'},{'rider_url': 'rider/ivan-basso'},{'time': '5:03:58'},197.5,3867.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},5:07:57
418,2004,race/tour-de-france/2004,Plateau de Beille,https://www.procyclingstats.com/race/tour-de-france/2004/stage-13,RR,p5,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '6:04:38'},205.5,7516.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},6:09:20
419,2004,race/tour-de-france/2004,Nîmes,https://www.procyclingstats.com/race/tour-de-france/2004/stage-14,RR,p1,{'rider_name': 'GONZÁLEZ Aitor'},{'rider_url': 'rider/aitor-gonzalez-jimenez'},{'time': '4:18:32'},192.5,1808.0,{'rider_name': 'VOECKLER Thomas'},{'rider_url': 'rider/thomas-voeckler'},4:32:44
420,2004,race/tour-de-france/2004,Villard de Lans,https://www.procyclingstats.com/race/tour-de-france/2004/stage-15,RR,p3,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '4:40:30'},180.5,4818.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:40:30
421,2004,race/tour-de-france/2004,L'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/2004/stage-16,ITT,p5,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '0:39:41'},15.5,1384.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},0:39:41
422,2004,race/tour-de-france/2004,Le Grand Bornand,https://www.procyclingstats.com/race/tour-de-france/2004/stage-17,RR,p4,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '6:11:52'},204.5,8048.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},6:11:52
423,2004,race/tour-de-france/2004,Lons le Saunier,https://www.procyclingstats.com/race/tour-de-france/2004/stage-18,RR,p2,{'rider_name': 'MERCADO Juan Miguel'},{'rider_url': 'rider/juan-miguel-mercado'},{'time': '4:04:03'},166.5,3541.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:15:32
424,2004,race/tour-de-france/2004,Besançon,https://www.procyclingstats.com/race/tour-de-france/2004/stage-19,ITT,p3,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '1:06:49'},55.0,1042.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},1:06:49
425,2004,race/tour-de-france/2004,Paris,https://www.procyclingstats.com/race/tour-de-france/2004/stage-20,RR,p1,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},{'time': '4:08:26'},163.0,1453.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:08:45
426,2005,race/tour-de-france/2005,Noirmoutier-en-l'Ile,https://www.procyclingstats.com/race/tour-de-france/2005/stage-1,ITT,p1,{'rider_name': 'ZABRISKIE David'},{'rider_url': 'rider/david-zabriskie'},{'time': '0:20:51'},19.0,27.0,{'rider_name': 'ZABRISKIE David'},{'rider_url': 'rider/david-zabriskie'},0:20:51
427,2005,race/tour-de-france/2005,Les Essarts,https://www.procyclingstats.com/race/tour-de-france/2005/stage-2,RR,p1,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},{'time': '3:51:31'},182.0,432.0,{'rider_name': 'ZABRISKIE David'},{'rider_url': 'rider/david-zabriskie'},3:51:31
428,2005,race/tour-de-france/2005,Tours,https://www.procyclingstats.com/race/tour-de-france/2005/stage-3,RR,p1,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},{'time': '4:36:09'},212.0,1465.0,{'rider_name': 'ZABRISKIE David'},{'rider_url': 'rider/david-zabriskie'},4:36:09
429,2005,race/tour-de-france/2005,Montargis,https://www.procyclingstats.com/race/tour-de-france/2005/stage-5,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '3:46:00'},183.0,1018.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:46:00
430,2005,race/tour-de-france/2005,Nancy,https://www.procyclingstats.com/race/tour-de-france/2005/stage-6,RR,p2,{'rider_name': 'BERNUCCI Lorenzo'},{'rider_url': 'rider/lorenzo-bernucci'},{'time': '4:12:52'},199.0,1750.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:12:59
431,2005,race/tour-de-france/2005,Karlsruhe,https://www.procyclingstats.com/race/tour-de-france/2005/stage-7,RR,p2,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '5:03:45'},228.0,1314.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:03:45
432,2005,race/tour-de-france/2005,Gérardmer,https://www.procyclingstats.com/race/tour-de-france/2005/stage-8,RR,p4,{'rider_name': 'WEENING Pieter'},{'rider_url': 'rider/pieter-weening'},{'time': '5:03:54'},231.0,2493.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:04:21
433,2005,race/tour-de-france/2005,Mulhouse,https://www.procyclingstats.com/race/tour-de-france/2005/stage-9,RR,p4,{'rider_name': 'RASMUSSEN Michael'},{'rider_url': 'rider/michael-rasmussen'},{'time': '4:08:20'},171.0,2805.0,{'rider_name': 'VOIGT Jens'},{'rider_url': 'rider/jens-voigt'},4:11:24
434,2005,race/tour-de-france/2005,Courchevel - Altiport,https://www.procyclingstats.com/race/tour-de-france/2005/stage-10,RR,p5,{'rider_name': 'VALVERDE Alejandro'},{'rider_url': 'rider/alejandro-valverde'},{'time': '4:50:35'},181.0,4197.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:50:35
435,2005,race/tour-de-france/2005,Briançon,https://www.procyclingstats.com/race/tour-de-france/2005/stage-11,RR,p4,{'rider_name': 'VINOKOUROV Alexandre'},{'rider_url': 'rider/alexandre-vinokourov'},{'time': '4:47:38'},173.0,4280.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:48:53
436,2005,race/tour-de-france/2005,Digne-les-Bains,https://www.procyclingstats.com/race/tour-de-france/2005/stage-12,RR,p4,{'rider_name': 'MONCOUTIÉ David'},{'rider_url': 'rider/david-moncoutie'},{'time': '4:20:06'},187.0,3021.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:30:39
437,2005,race/tour-de-france/2005,Montpellier,https://www.procyclingstats.com/race/tour-de-france/2005/stage-13,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '3:43:14'},174.0,1117.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:43:14
438,2005,race/tour-de-france/2005,Ax-3 Domaines,https://www.procyclingstats.com/race/tour-de-france/2005/stage-14,RR,p5,{'rider_name': 'TOTSCHNIG Georg'},{'rider_url': 'rider/georg-totschnig'},{'time': '5:43:43'},174.0,4188.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},5:44:39
439,2005,race/tour-de-france/2005,Saint-Lary-Soulan (Pla d'Adet),https://www.procyclingstats.com/race/tour-de-france/2005/stage-15,RR,p5,{'rider_name': 'HINCAPIE George'},{'rider_url': 'rider/george-hincapie'},{'time': '6:06:38'},206.0,5633.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},6:11:42
440,2005,race/tour-de-france/2005,Pau,https://www.procyclingstats.com/race/tour-de-france/2005/stage-16,RR,p4,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},{'time': '4:38:40'},181.0,3560.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:42:04
441,2005,race/tour-de-france/2005,Revel,https://www.procyclingstats.com/race/tour-de-france/2005/stage-17,RR,p2,{'rider_name': 'SAVOLDELLI Paolo'},{'rider_url': 'rider/paolo-savoldelli'},{'time': '5:41:19'},240.0,2830.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},6:03:47
442,2005,race/tour-de-france/2005,Mende,https://www.procyclingstats.com/race/tour-de-france/2005/stage-18,RR,p2,{'rider_name': 'SERRANO Marcos Antonio'},{'rider_url': 'rider/marcos-antonio-serrano'},{'time': '4:37:36'},189.0,2947.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},4:48:54
443,2005,race/tour-de-france/2005,Le Puy en Velay,https://www.procyclingstats.com/race/tour-de-france/2005/stage-19,RR,p3,{'rider_name': 'GUERINI Giuseppe'},{'rider_url': 'rider/giuseppe-guerini'},{'time': '3:33:04'},154.0,2344.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:37:35
444,2005,race/tour-de-france/2005,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/2005/stage-20,ITT,p2,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},{'time': '1:11:46'},55.0,806.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},1:11:46
445,2005,race/tour-de-france/2005,Paris,https://www.procyclingstats.com/race/tour-de-france/2005/stage-21,RR,p1,{'rider_name': 'VINOKOUROV Alexandre'},{'rider_url': 'rider/alexandre-vinokourov'},{'time': '3:40:57'},144.0,851.0,{'rider_name': 'ARMSTRONG Lance'},{'rider_url': 'rider/lance-armstrong'},3:41:15
446,2006,race/tour-de-france/2006,Strasbourg,https://www.procyclingstats.com/race/tour-de-france/2006/prologue,RR,p1,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},{'time': '0:08:17'},7.1,5.0,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},0:08:17
447,2006,race/tour-de-france/2006,Strasbourg,https://www.procyclingstats.com/race/tour-de-france/2006/stage-1,RR,p1,{'rider_name': 'CASPER Jimmy'},{'rider_url': 'rider/jimmy-casper'},{'time': '4:10:00'},184.5,913.0,{'rider_name': 'HINCAPIE George'},{'rider_url': 'rider/george-hincapie'},4:10:00
448,2006,race/tour-de-france/2006,Esch-sur-Alzette,https://www.procyclingstats.com/race/tour-de-france/2006/stage-2,RR,p2,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '5:36:14'},228.5,2679.0,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},5:36:14
449,2006,race/tour-de-france/2006,Valkenburg,https://www.procyclingstats.com/race/tour-de-france/2006/stage-3,RR,p3,{'rider_name': 'KESSLER Matthias'},{'rider_url': 'rider/matthias-kessler'},{'time': '4:57:54'},216.5,2423.0,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},4:57:59
450,2006,race/tour-de-france/2006,Saint-Quentin,https://www.procyclingstats.com/race/tour-de-france/2006/stage-4,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '4:59:50'},207.0,1736.0,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},4:59:50
451,2006,race/tour-de-france/2006,Caen,https://www.procyclingstats.com/race/tour-de-france/2006/stage-5,RR,p1,{'rider_name': 'FREIRE Óscar'},{'rider_url': 'rider/oscar-freire'},{'time': '5:18:50'},225.0,1595.0,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},5:18:50
452,2006,race/tour-de-france/2006,Vitré,https://www.procyclingstats.com/race/tour-de-france/2006/stage-6,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '4:10:17'},189.0,1378.0,{'rider_name': 'BOONEN Tom'},{'rider_url': 'rider/tom-boonen'},4:10:17
453,2006,race/tour-de-france/2006,Rennes,https://www.procyclingstats.com/race/tour-de-france/2006/stage-7,ITT,p1,{'rider_name': 'HONCHAR Serhiy'},{'rider_url': 'rider/serhiy-honchar'},{'time': '1:01:43'},52.0,389.0,{'rider_name': 'HONCHAR Serhiy'},{'rider_url': 'rider/serhiy-honchar'},1:01:43
454,2006,race/tour-de-france/2006,Lorient,https://www.procyclingstats.com/race/tour-de-france/2006/stage-8,RR,p1,{'rider_name': 'CALZATI Sylvain'},{'rider_url': 'rider/sylvain-calzati'},{'time': '4:13:18'},181.0,1465.0,{'rider_name': 'HONCHAR Serhiy'},{'rider_url': 'rider/serhiy-honchar'},4:15:33
455,2006,race/tour-de-france/2006,Dax,https://www.procyclingstats.com/race/tour-de-france/2006/stage-9,RR,p1,{'rider_name': 'FREIRE Óscar'},{'rider_url': 'rider/oscar-freire'},{'time': '3:35:24'},169.5,326.0,{'rider_name': 'HONCHAR Serhiy'},{'rider_url': 'rider/serhiy-honchar'},3:35:24
456,2006,race/tour-de-france/2006,Pau,https://www.procyclingstats.com/race/tour-de-france/2006/stage-10,RR,p4,{'rider_name': 'MERCADO Juan Miguel'},{'rider_url': 'rider/juan-miguel-mercado'},{'time': '4:49:10'},190.5,3595.0,{'rider_name': 'DESSEL Cyril'},{'rider_url': 'rider/cyril-dessel'},4:49:10
457,2006,race/tour-de-france/2006,Val d'Aran - Pla-de-Beret,https://www.procyclingstats.com/race/tour-de-france/2006/stage-11,RR,p5,{'rider_name': 'MENCHOV Denis'},{'rider_url': 'rider/denis-menchov'},{'time': '6:06:25'},206.5,5721.0,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},6:06:25
458,2006,race/tour-de-france/2006,Carcassonne,https://www.procyclingstats.com/race/tour-de-france/2006/stage-12,RR,p2,{'rider_name': 'POPOVYCH Yaroslav'},{'rider_url': 'rider/yaroslav-popovych'},{'time': '4:34:58'},211.5,1750.0,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},4:39:23
459,2006,race/tour-de-france/2006,Montélimar,https://www.procyclingstats.com/race/tour-de-france/2006/stage-13,RR,p2,{'rider_name': 'VOIGT Jens'},{'rider_url': 'rider/jens-voigt'},{'time': '5:24:36'},231.0,1647.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},5:24:36
460,2006,race/tour-de-france/2006,Gap,https://www.procyclingstats.com/race/tour-de-france/2006/stage-14,RR,p2,{'rider_name': 'FÉDRIGO Pierrick'},{'rider_url': 'rider/pierrick-fedrigo'},{'time': '4:14:23'},180.5,2644.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},4:14:30
461,2006,race/tour-de-france/2006,L'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/2006/stage-15,RR,p5,{'rider_name': 'SCHLECK Fränk'},{'rider_url': 'rider/frank-schleck'},{'time': '4:52:22'},187.0,4442.0,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},4:53:32
462,2006,race/tour-de-france/2006,La Toussuire - Les Sybelles,https://www.procyclingstats.com/race/tour-de-france/2006/stage-16,RR,p5,{'rider_name': 'RASMUSSEN Michael'},{'rider_url': 'rider/michael-rasmussen'},{'time': '5:36:04'},182.0,5456.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},5:37:58
463,2006,race/tour-de-france/2006,Morzine,https://www.procyclingstats.com/race/tour-de-france/2006/stage-17,RR,p4,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},{'time': '5:23:36'},200.5,4356.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},5:30:44
464,2006,race/tour-de-france/2006,Morzine,https://www.procyclingstats.com/race/tour-de-france/2006/stage-17,RR,p4,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},{'time': '5:23:36'},200.5,4356.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},5:30:44
465,2006,race/tour-de-france/2006,Mâcon,https://www.procyclingstats.com/race/tour-de-france/2006/stage-18,RR,p2,{'rider_name': 'TOSATTO Matteo'},{'rider_url': 'rider/matteo-tosatto'},{'time': '4:16:15'},197.0,1751.0,{'rider_name': 'PEREIRO Óscar'},{'rider_url': 'rider/oscar-pereiro'},4:24:15
466,2006,race/tour-de-france/2006,Montceau-les-Mines,https://www.procyclingstats.com/race/tour-de-france/2006/stage-19,ITT,p1,{'rider_name': 'HONCHAR Serhiy'},{'rider_url': 'rider/serhiy-honchar'},{'time': '1:07:45'},57.0,376.0,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},1:08:56
467,2006,race/tour-de-france/2006,Paris,https://www.procyclingstats.com/race/tour-de-france/2006/stage-20,RR,p1,{'rider_name': 'HUSHOVD Thor'},{'rider_url': 'rider/thor-hushovd'},{'time': '3:56:52'},154.5,376.0,{'rider_name': 'LANDIS Floyd'},{'rider_url': 'rider/floyd-landis'},7:53:52
468,2007,race/tour-de-france/2007,London,https://www.procyclingstats.com/race/tour-de-france/2007/prologue,RR,p1,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},{'time': '0:08:50'},7.9,33.0,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},0:08:50
469,2007,race/tour-de-france/2007,Canterbury,https://www.procyclingstats.com/race/tour-de-france/2007/stage-1,RR,p1,{'rider_name': 'MCEWEN Robbie'},{'rider_url': 'rider/robbie-mcewen'},{'time': '4:39:01'},203.0,1709.0,{'rider_name': 'CANCELLARA Fabian'},{'rider_url': 'rider/fabian-cancellara'},4:39:01
