,year,Race_url,stage,stage_url,stage_type,stage_winner_time_str,profile_icon,stage_winner,stage_winner_url,stage_winner_time,stage_distance,gc_stage_time_str,stage_vertical_meters,gc_leader,gc_leader_url,gc_stage_time,power,gc_weight,gc_height,stage_grade,gc_speed
216,1994,race/tour-de-france/1994,Avoriaz,https://www.procyclingstats.com/race/tour-de-france/1994/stage-19,ITT,1:22:59,p5,UGRUMOV Piotr,rider/piotr-ugrumov,4979,47.5,1:26:15,2386.0,INDURAIN Miguel,rider/miguel-indurain,5175,316.64668223162806,79.0,1.88,0.0502315789473684,9.178743961352655
217,1994,race/tour-de-france/1994,Lac Saint Point-Malbuisson,https://www.procyclingstats.com/race/tour-de-france/1994/stage-20,RR,5:50:37,p2,ABDUZHAPAROV Djamolidine,rider/djamolidine-abduzhaparov,21037,208.5,5:50:37,3718.0,INDURAIN Miguel,rider/miguel-indurain,21037,291.4236993809696,79.0,1.88,0.0178321342925659,9.911108998431336
218,1994,race/tour-de-france/1994,Paris,https://www.procyclingstats.com/race/tour-de-france/1994/stage-21,RR,4:43:34,p1,SEIGNEUR Eddy,rider/eddy-seigneur,17014,175.0,4:44:03,1965.0,INDURAIN Miguel,rider/miguel-indurain,17043,246.2238326194024,79.0,1.88,0.0112285714285714,10.268145279586928
219,1995,race/tour-de-france/1995,Saint-Brieuc,https://www.procyclingstats.com/race/tour-de-france/1995/prologue,RR,0:09:00,p1,DURAND Jacky,rider/jacky-durand,540,7.3,0:09:00,280.0,DURAND Jacky,rider/jacky-durand,540,664.7021338252413,76.0,1.86,0.0383561643835616,13.51851851851852
220,1995,race/tour-de-france/1995,Lannion,https://www.procyclingstats.com/race/tour-de-france/1995/stage-1,RR,5:49:18,p1,BALDATO Fabio,rider/fabio-baldato,20958,228.0,5:49:18,2957.0,DURAND Jacky,rider/jacky-durand,20958,292.40214312824185,76.0,1.86,0.012969298245614,10.878900658459775
221,1995,race/tour-de-france/1995,Vitré,https://www.procyclingstats.com/race/tour-de-france/1995/stage-2,RR,5:26:35,p1,CIPOLLINI Mario,rider/mario-cipollini,19595,241.0,5:26:35,2723.0,JALABERT Laurent,rider/laurent-jalabert,19595,388.3043160713116,66.0,1.76,0.0112987551867219,12.299055881602447
222,1995,race/tour-de-france/1995,Le Havre,https://www.procyclingstats.com/race/tour-de-france/1995/stage-4,RR,3:40:23,p1,CIPOLLINI Mario,rider/mario-cipollini,13223,154.0,3:40:23,1845.0,GOTTI Ivan,rider/ivan-gotti,13223,336.93356728685944,65.0,1.73,0.0119805194805194,11.646373742721016
223,1995,race/tour-de-france/1995,Dunkirk,https://www.procyclingstats.com/race/tour-de-france/1995/stage-5,RR,5:51:46,p1,BLIJLEVENS Jeroen,rider/jeroen-blijlevens,21106,264.0,5:51:46,2194.0,GOTTI Ivan,rider/ivan-gotti,21106,392.3947825743643,65.0,1.73,0.008310606060606,12.508291481095425
224,1995,race/tour-de-france/1995,Charleroi,https://www.procyclingstats.com/race/tour-de-france/1995/stage-6,RR,4:30:57,p1,ZABEL Erik,rider/erik-zabel,16257,191.0,4:31:00,1310.0,RIIS Bjarne,rider/bjarne-riis,16260,325.4324711626045,71.0,1.84,0.0068586387434554,11.746617466174662
225,1995,race/tour-de-france/1995,Liège,https://www.procyclingstats.com/race/tour-de-france/1995/stage-7,RR,4:48:14,p2,BRUYNEEL Johan,rider/johan-bruyneel,17294,200.0,4:48:14,3572.0,BRUYNEEL Johan,rider/johan-bruyneel,17294,402.14265386522095,71.0,1.82,0.01786,11.564704521799468
226,1995,race/tour-de-france/1995,Séraing,https://www.procyclingstats.com/race/tour-de-france/1995/stage-8,ITT,1:04:16,p3,INDURAIN Miguel,rider/miguel-indurain,3856,54.0,1:04:16,937.0,INDURAIN Miguel,rider/miguel-indurain,3856,655.784826586523,79.0,1.88,0.0173518518518518,14.00414937759336
227,1995,race/tour-de-france/1995,La Plagne,https://www.procyclingstats.com/race/tour-de-france/1995/stage-9,RR,4:41:18,p5,ZÜLLE Alex,rider/alex-zulle,16878,166.0,4:43:20,6831.0,INDURAIN Miguel,rider/miguel-indurain,17000,282.0329433555989,79.0,1.88,0.0411506024096385,9.764705882352942
228,1995,race/tour-de-france/1995,L'Alpe d'Huez,https://www.procyclingstats.com/race/tour-de-france/1995/stage-10,RR,5:13:14,p5,PANTANI Marco,rider/marco-pantani,18794,159.0,5:14:38,7730.0,INDURAIN Miguel,rider/miguel-indurain,18878,279.2406505843033,79.0,1.88,0.0486163522012578,8.422502383727089
229,1995,race/tour-de-france/1995,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/1995/stage-11,RR,4:43:15,p2,SCIANDRI Maximilian,rider/maximilian-sciandri,16995,198.0,4:49:07,3287.0,INDURAIN Miguel,rider/miguel-indurain,17347,392.764970976557,79.0,1.88,0.0166010101010101,11.4140773620799
230,1995,race/tour-de-france/1995,Mende,https://www.procyclingstats.com/race/tour-de-france/1995/stage-12,RR,5:19:05,p5,JALABERT Laurent,rider/laurent-jalabert,19145,223.0,5:24:46,4522.0,INDURAIN Miguel,rider/miguel-indurain,19486,184.88196732417575,79.0,1.88,0.0202780269058295,11.444113722672688
231,1995,race/tour-de-france/1995,Revel,https://www.procyclingstats.com/race/tour-de-france/1995/stage-13,RR,5:50:45,p2,USHAKOV Serhiy,rider/serhiy-ushakov,21045,223.0,6:09:59,4250.0,INDURAIN Miguel,rider/miguel-indurain,22199,308.2672131999068,79.0,1.88,0.0190582959641255,10.045497544934456
232,1995,race/tour-de-france/1995,Guzet-Neige,https://www.procyclingstats.com/race/tour-de-france/1995/stage-14,RR,4:29:08,p5,PANTANI Marco,rider/marco-pantani,16148,159.0,4:31:39,3928.0,INDURAIN Miguel,rider/miguel-indurain,16299,177.73029084478205,79.0,1.88,0.0247044025157232,9.755199705503404
233,1995,race/tour-de-france/1995,Cauterets-Cambasque,https://www.procyclingstats.com/race/tour-de-france/1995/stage-15,RR,6:20:48,p5,VIRENQUE Richard,rider/richard-virenque,22848,207.0,6:23:22,8566.0,INDURAIN Miguel,rider/miguel-indurain,23002,258.3406678966294,79.0,1.88,0.0413816425120772,8.99921745935136
234,1995,race/tour-de-france/1995,Pau,https://www.procyclingstats.com/race/tour-de-france/1995/stage-16,RR,77:42:03,p4,INDURAIN Miguel,rider/miguel-indurain,279723,229.0,77:42:03,7254.0,INDURAIN Miguel,rider/miguel-indurain,279723,16.86675907732739,79.0,1.88,0.0316768558951965,0.818667038463051
235,1995,race/tour-de-france/1995,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1995/stage-17,RR,6:29:49,p1,ZABEL Erik,rider/erik-zabel,23389,210.0,6:29:49,2237.0,INDURAIN Miguel,rider/miguel-indurain,23389,172.6782322151873,79.0,1.88,0.0106523809523809,8.978579674205823
236,1995,race/tour-de-france/1995,Limoges,https://www.procyclingstats.com/race/tour-de-france/1995/stage-18,RR,3:47:53,p1,ARMSTRONG Lance,rider/lance-armstrong,13673,154.0,3:55:47,2476.0,INDURAIN Miguel,rider/miguel-indurain,14147,309.69334812042484,79.0,1.88,0.016077922077922,10.885700148441366
237,1995,race/tour-de-france/1995,Lac de Vassivière,https://www.procyclingstats.com/race/tour-de-france/1995/stage-19,ITT,0:57:34,p1,INDURAIN Miguel,rider/miguel-indurain,3454,46.0,0:57:34,1097.0,INDURAIN Miguel,rider/miguel-indurain,3454,565.817982940002,79.0,1.88,0.0238478260869565,13.317892298784018
238,1995,race/tour-de-france/1995,Paris,https://www.procyclingstats.com/race/tour-de-france/1995/stage-20,RR,3:39:46,p1,ABDUZHAPAROV Djamolidine,rider/djamolidine-abduzhaparov,13186,150.0,3:39:46,1878.0,INDURAIN Miguel,rider/miguel-indurain,13186,328.5648961012246,79.0,1.88,0.01252,11.375701501592598
239,1996,race/tour-de-france/1996,'s-Hertogenbosch,https://www.procyclingstats.com/race/tour-de-france/1996/prologue,RR,0:10:53,p1,ZÜLLE Alex,rider/alex-zulle,653,9.4,0:10:53,84.0,ZÜLLE Alex,rider/alex-zulle,653,591.807968967971,72.0,1.85,0.0089361702127659,14.39509954058193
240,1996,race/tour-de-france/1996,'s-Hertogenbosch,https://www.procyclingstats.com/race/tour-de-france/1996/stage-1,RR,5:00:01,p1,MONCASSIN Frédéric,rider/frederic-moncassin,18001,209.0,5:00:01,1139.0,ZÜLLE Alex,rider/alex-zulle,18001,308.85713558566,72.0,1.85,0.0054497607655502,11.610466085217489
241,1996,race/tour-de-france/1996,Wasquehal,https://www.procyclingstats.com/race/tour-de-france/1996/stage-2,RR,6:29:22,p1,CIPOLLINI Mario,rider/mario-cipollini,23362,247.5,6:29:22,1382.0,ZÜLLE Alex,rider/alex-zulle,23362,239.0661834933208,72.0,1.85,0.0055838383838383,10.594127215135693
242,1996,race/tour-de-france/1996,Nogent-sur-Oise,https://www.procyclingstats.com/race/tour-de-france/1996/stage-3,RR,5:29:21,p1,ZABEL Erik,rider/erik-zabel,19761,195.0,5:29:21,1512.0,MONCASSIN Frédéric,rider/frederic-moncassin,19761,205.02562013485635,73.0,1.82,0.0077538461538461,9.867921663883406
243,1996,race/tour-de-france/1996,Lac de Madine,https://www.procyclingstats.com/race/tour-de-france/1996/stage-4,RR,5:43:50,p1,SAUGRAIN Cyril,rider/cyril-saugrain,20630,232.0,5:43:50,2325.0,HEULOT Stephane,rider/stephane-heulot,20630,300.93958148704934,69.0,1.81,0.0100215517241379,11.245758603974794
244,1996,race/tour-de-france/1996,Besançon,https://www.procyclingstats.com/race/tour-de-france/1996/stage-5,RR,6:55:53,p1,BLIJLEVENS Jeroen,rider/jeroen-blijlevens,24953,242.0,6:55:53,2518.0,HEULOT Stephane,rider/stephane-heulot,24953,203.99640820896724,69.0,1.81,0.0104049586776859,9.698232677433577
245,1996,race/tour-de-france/1996,Aix les Bains,https://www.procyclingstats.com/race/tour-de-france/1996/stage-6,RR,5:05:38,p2,BOOGERD Michael,rider/michael-boogerd,18338,207.0,5:05:39,1182.0,HEULOT Stephane,rider/stephane-heulot,18339,297.6759478592744,69.0,1.81,0.0057101449275362,11.287420251922134
246,1996,race/tour-de-france/1996,Arc 1800,https://www.procyclingstats.com/race/tour-de-france/1996/stage-7,RR,5:47:22,p5,LEBLANC Luc,rider/luc-leblanc,20842,199.0,5:48:18,7063.0,BERZIN Evgeni,rider/evgeni-berzin,20898,200.76281685013697,64.0,1.7,0.0354924623115577,9.522442338979806
247,1996,race/tour-de-france/1996,Val d'Isere,https://www.procyclingstats.com/race/tour-de-france/1996/stage-8,ITT,0:51:53,p5,BERZIN Evgeni,rider/evgeni-berzin,3113,30.5,0:51:53,1556.0,BERZIN Evgeni,rider/evgeni-berzin,3113,288.87784604252414,64.0,1.7,0.0510163934426229,9.79762287182782
248,1996,race/tour-de-france/1996,Sestriere,https://www.procyclingstats.com/race/tour-de-france/1996/stage-9,RR,1:10:44,p5,RIIS Bjarne,rider/bjarne-riis,4244,46.0,1:10:44,6659.0,RIIS Bjarne,rider/bjarne-riis,4244,933.3900890759934,71.0,1.84,0.1447608695652174,10.838831291234683
249,1996,race/tour-de-france/1996,Gap,https://www.procyclingstats.com/race/tour-de-france/1996/stage-10,RR,5:08:10,p2,ZABEL Erik,rider/erik-zabel,18490,208.5,5:08:10,4030.0,RIIS Bjarne,rider/bjarne-riis,18490,388.42461287866166,71.0,1.84,0.0193285371702637,11.276365603028664
250,1996,race/tour-de-france/1996,Valence,https://www.procyclingstats.com/race/tour-de-france/1996/stage-11,RR,5:09:12,p2,GONZÁLEZ José Jaime,rider/jose-jaime-gonzalez,18552,202.0,5:12:03,4411.0,RIIS Bjarne,rider/bjarne-riis,18723,366.5593529340762,71.0,1.84,0.0218366336633663,10.788869305132724
251,1996,race/tour-de-france/1996,Le Puy en Velay,https://www.procyclingstats.com/race/tour-de-france/1996/stage-12,RR,5:29:19,p2,RICHARD Pascal,rider/pascal-richard,19759,143.5,5:44:33,4061.0,RIIS Bjarne,rider/bjarne-riis,20673,176.48659220829495,71.0,1.84,0.0282996515679442,6.941421177381125
252,1996,race/tour-de-france/1996,Superbesse,https://www.procyclingstats.com/race/tour-de-france/1996/stage-13,RR,4:03:56,p3,SØRENSEN Rolf,rider/rolf-sorensen,14636,177.0,4:04:19,3515.0,RIIS Bjarne,rider/bjarne-riis,14659,460.466673847628,71.0,1.84,0.0198587570621468,12.074493485230915
253,1996,race/tour-de-france/1996,Tulle,https://www.procyclingstats.com/race/tour-de-france/1996/stage-14,RR,4:06:29,p3,ABDUZHAPAROV Djamolidine,rider/djamolidine-abduzhaparov,14789,186.5,4:11:22,3884.0,RIIS Bjarne,rider/bjarne-riis,15082,494.5725014427977,71.0,1.84,0.0208257372654155,12.36573398753481
254,1996,race/tour-de-france/1996,Villeneuve Sur Lot,https://www.procyclingstats.com/race/tour-de-france/1996/stage-15,RR,3:54:52,p1,PODENZANA Massimo,rider/massimo-podenzana,14092,176.0,4:00:30,2629.0,RIIS Bjarne,rider/bjarne-riis,14430,400.4771990496096,71.0,1.84,0.0149375,12.196812196812196
255,1996,race/tour-de-france/1996,Hautacam,https://www.procyclingstats.com/race/tour-de-france/1996/stage-16,RR,4:56:16,p5,RIIS Bjarne,rider/bjarne-riis,17776,199.0,4:56:16,3541.0,RIIS Bjarne,rider/bjarne-riis,17776,149.27595410035372,71.0,1.84,0.0177939698492462,11.194869486948695
256,1996,race/tour-de-france/1996,Pamplona,https://www.procyclingstats.com/race/tour-de-france/1996/stage-17,RR,7:07:08,p4,DUFAUX Laurent,rider/laurent-dufaux,25628,262.0,7:07:08,8720.0,RIIS Bjarne,rider/bjarne-riis,25628,224.6971765967512,71.0,1.84,0.0332824427480916,10.223193382238176
257,1996,race/tour-de-france/1996,Hendaye,https://www.procyclingstats.com/race/tour-de-france/1996/stage-18,RR,4:11:02,p2,VOSKAMP Bart,rider/bart-voskamp,15062,154.5,4:27:58,4268.0,RIIS Bjarne,rider/bjarne-riis,16078,317.38286053056515,71.0,1.84,0.0276245954692556,9.609404154745617
258,1996,race/tour-de-france/1996,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1996/stage-19,RR,5:25:11,p1,MONCASSIN Frédéric,rider/frederic-moncassin,19511,226.5,5:25:11,1754.0,RIIS Bjarne,rider/bjarne-riis,19511,318.88818398525103,71.0,1.84,0.0077439293598233,11.608836041207525
259,1996,race/tour-de-france/1996,Saint-Emilion,https://www.procyclingstats.com/race/tour-de-france/1996/stage-20,ITT,1:15:31,p1,ULLRICH Jan,rider/jan-ullrich,4531,63.5,1:17:49,640.0,RIIS Bjarne,rider/bjarne-riis,4669,509.8008067048912,71.0,1.84,0.0100787401574803,13.600342685799957
260,1996,race/tour-de-france/1996,Paris,https://www.procyclingstats.com/race/tour-de-france/1996/stage-21,RR,3:30:44,p1,BALDATO Fabio,rider/fabio-baldato,12644,147.5,3:30:44,1740.0,RIIS Bjarne,rider/bjarne-riis,12644,341.8332571876807,71.0,1.84,0.0117966101694915,11.665612148054413
261,1997,race/tour-de-france/1997,Rouen,https://www.procyclingstats.com/race/tour-de-france/1997/prologue,RR,0:08:20,p1,BOARDMAN Chris,rider/christopher-boardman,500,7.3,0:08:20,128.0,BOARDMAN Chris,rider/christopher-boardman,500,663.3606301598588,70.0,1.75,0.0175342465753424,14.6
262,1997,race/tour-de-france/1997,Forges-les-Eaux,https://www.procyclingstats.com/race/tour-de-france/1997/stage-1,RR,4:39:59,p1,CIPOLLINI Mario,rider/mario-cipollini,16799,192.0,4:39:59,2080.0,CIPOLLINI Mario,rider/mario-cipollini,16799,323.02838671230177,77.0,1.89,0.0108333333333333,11.42925174117507
263,1997,race/tour-de-france/1997,Vire,https://www.procyclingstats.com/race/tour-de-france/1997/stage-2,RR,6:27:47,p1,CIPOLLINI Mario,rider/mario-cipollini,23267,262.0,6:27:47,2808.0,CIPOLLINI Mario,rider/mario-cipollini,23267,309.90045557998434,77.0,1.89,0.0107175572519083,11.260583659259895
264,1997,race/tour-de-france/1997,Plumelec,https://www.procyclingstats.com/race/tour-de-france/1997/stage-3,RR,4:54:33,p3,ZABEL Erik,rider/erik-zabel,17673,224.0,4:54:44,2568.0,CIPOLLINI Mario,rider/mario-cipollini,17684,460.58813972366056,77.0,1.89,0.0114642857142857,12.666817462112643
265,1997,race/tour-de-france/1997,Puy-du-Fou,https://www.procyclingstats.com/race/tour-de-france/1997/stage-4,RR,5:46:42,p1,MINALI Nicola,rider/nicola-minali,20802,223.0,5:46:42,1809.0,CIPOLLINI Mario,rider/mario-cipollini,20802,260.1197170649867,77.0,1.89,0.0081121076233183,10.720123065089895
266,1997,race/tour-de-france/1997,La Châtre,https://www.procyclingstats.com/race/tour-de-france/1997/stage-5,RR,6:16:44,p1,VASSEUR Cédric,rider/cedric-vasseur,22604,261.3,6:16:44,2212.0,VASSEUR Cédric,rider/cedric-vasseur,22604,317.9542528987806,70.0,1.8,0.0084653654802908,11.559900902495134
267,1997,race/tour-de-france/1997,Marennes,https://www.procyclingstats.com/race/tour-de-france/1997/stage-6,RR,5:58:09,p1,BLIJLEVENS Jeroen,rider/jeroen-blijlevens,21489,217.5,5:58:09,1443.0,VASSEUR Cédric,rider/cedric-vasseur,21489,213.99943565585127,70.0,1.8,0.0066344827586206,10.121457489878544
268,1997,race/tour-de-france/1997,Bordeaux,https://www.procyclingstats.com/race/tour-de-france/1997/stage-7,RR,4:11:15,p1,ZABEL Erik,rider/erik-zabel,15075,194.0,4:11:15,1616.0,VASSEUR Cédric,rider/cedric-vasseur,15075,427.85374592853816,70.0,1.8,0.0083298969072164,12.868988391376451
269,1997,race/tour-de-france/1997,Pau,https://www.procyclingstats.com/race/tour-de-france/1997/stage-8,RR,3:22:42,p1,ZABEL Erik,rider/erik-zabel,12162,161.5,3:22:42,1346.0,VASSEUR Cédric,rider/cedric-vasseur,12162,467.3105858266008,70.0,1.8,0.0083343653250773,13.279065943101465
270,1997,race/tour-de-france/1997,Loudenvielles,https://www.procyclingstats.com/race/tour-de-france/1997/stage-9,RR,5:24:57,p4,BROCHARD Laurent,rider/laurent-brochard,19497,182.0,5:27:54,6877.0,VASSEUR Cédric,rider/cedric-vasseur,19674,221.18133047093903,70.0,1.8,0.0377857142857142,9.250787841821694
271,1997,race/tour-de-france/1997,Andorra Arcalis,https://www.procyclingstats.com/race/tour-de-france/1997/stage-10,RR,7:46:06,p5,ULLRICH Jan,rider/jan-ullrich,27966,252.5,7:46:06,8572.0,ULLRICH Jan,rider/jan-ullrich,27966,201.920075969847,73.0,1.83,0.0339485148514851,9.02882071086319
272,1997,race/tour-de-france/1997,Perpignan,https://www.procyclingstats.com/race/tour-de-france/1997/stage-11,RR,5:05:05,p2,DESBIENS Laurent,rider/laurent-desbiens,18305,192.0,5:05:23,4163.0,ULLRICH Jan,rider/jan-ullrich,18323,345.98281426983056,73.0,1.83,0.0216822916666666,10.478633411559242
273,1997,race/tour-de-france/1997,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/1997/stage-12,ITT,1:16:24,p2,ULLRICH Jan,rider/jan-ullrich,4584,55.0,1:16:24,1380.0,ULLRICH Jan,rider/jan-ullrich,4584,495.14543356421007,73.0,1.83,0.025090909090909,11.99825479930192
274,1997,race/tour-de-france/1997,l'alpe d'huez,https://www.procyclingstats.com/race/tour-de-france/1997/stage-13,RR,5:02:42,p5,PANTANI Marco,rider/marco-pantani,18162,203.5,5:03:29,4099.0,ULLRICH Jan,rider/jan-ullrich,18209,167.79030021621563,73.0,1.83,0.0201425061425061,11.17579219067494
275,1997,race/tour-de-france/1997,Courchevel,https://www.procyclingstats.com/race/tour-de-france/1997/stage-14,RR,4:34:16,p5,VIRENQUE Richard,rider/richard-virenque,16456,148.0,4:34:16,7111.0,ULLRICH Jan,rider/jan-ullrich,16456,277.29198429069504,73.0,1.83,0.0480472972972973,8.993680116674769
276,1997,race/tour-de-france/1997,Morzine-Avoriaz,https://www.procyclingstats.com/race/tour-de-france/1997/stage-15,RR,5:57:16,p4,PANTANI Marco,rider/marco-pantani,21436,208.5,5:58:33,6828.0,ULLRICH Jan,rider/jan-ullrich,21513,212.45907079784217,73.0,1.83,0.0327482014388489,9.69181425184772
277,1997,race/tour-de-france/1997,Fribourg,https://www.procyclingstats.com/race/tour-de-france/1997/stage-16,RR,4:30:11,p2,MENGIN Christophe,rider/christophe-mengin,16211,181.0,4:30:11,5568.0,ULLRICH Jan,rider/jan-ullrich,16211,460.0158181859085,73.0,1.83,0.0307624309392265,11.165258158040835
278,1997,race/tour-de-france/1997,Colmar,https://www.procyclingstats.com/race/tour-de-france/1997/stage-17,RR,4:54:38,p1,STEPHENS Neil,rider/neil-stephens,17678,218.5,4:58:36,15.0,ULLRICH Jan,rider/jan-ullrich,17916,329.0842031609956,73.0,1.83,6.864988558352403e-05,12.195802634516632
279,1997,race/tour-de-france/1997,Montbeliard,https://www.procyclingstats.com/race/tour-de-france/1997/stage-18,RR,4:24:48,p2,ROUS Didier,rider/didier-rous,15888,175.5,4:30:17,4554.0,ULLRICH Jan,rider/jan-ullrich,16217,399.5795481254684,73.0,1.83,0.0259487179487179,10.82197693778134
280,1997,race/tour-de-france/1997,Dijon,https://www.procyclingstats.com/race/tour-de-france/1997/stage-19,RR,4:03:17,p1,TRAVERSONI Mario,rider/mario-traversoni,14597,172.0,4:21:14,1776.0,ULLRICH Jan,rider/jan-ullrich,15674,285.20098077950394,73.0,1.83,0.0103255813953488,10.9735868316958
281,1997,race/tour-de-france/1997,Disneyland-Paris,https://www.procyclingstats.com/race/tour-de-france/1997/stage-20,ITT,1:15:57,p1,OLANO Abraham,rider/abraham-olano-manzano,4557,63.0,1:16:42,541.0,ULLRICH Jan,rider/jan-ullrich,4602,512.3582891076109,73.0,1.83,0.0085873015873015,13.689700130378096
282,1997,race/tour-de-france/1997,Paris,https://www.procyclingstats.com/race/tour-de-france/1997/stage-21,RR,3:54:36,p1,MINALI Nicola,rider/nicola-minali,14076,149.5,3:54:36,1630.0,ULLRICH Jan,rider/jan-ullrich,14076,263.8526717974217,73.0,1.83,0.0109030100334448,10.620915032679738
283,1998,race/tour-de-france/1998,Dublin,https://www.procyclingstats.com/race/tour-de-france/1998/prologue,RR,0:06:12,p1,BOARDMAN Chris,rider/christopher-boardman,372,5.6,0:06:12,80.0,BOARDMAN Chris,rider/christopher-boardman,372,701.6973760177414,70.0,1.75,0.0142857142857142,15.053763440860216
284,1998,race/tour-de-france/1998,Dublin,https://www.procyclingstats.com/race/tour-de-france/1998/stage-1,RR,4:29:58,p1,STEELS Tom,rider/tom-steels,16198,180.0,4:29:58,2311.0,BOARDMAN Chris,rider/christopher-boardman,16198,304.0898022847122,70.0,1.75,0.0128388888888888,11.112483022595384
285,1998,race/tour-de-france/1998,Cork,https://www.procyclingstats.com/race/tour-de-france/1998/stage-2,RR,5:45:10,p1,SVORADA Ján,rider/jan-svorada-1,20710,205.5,5:45:10,2004.0,ZABEL Erik,rider/erik-zabel,20710,214.1558491063601,69.0,1.78,0.0097518248175182,9.922742636407532
286,1998,race/tour-de-france/1998,Lorient,https://www.procyclingstats.com/race/tour-de-france/1998/stage-3,RR,3:33:36,p1,HEPPNER Jens,rider/jens-heppner,12816,169.0,3:33:38,2144.0,HAMBURGER Bo,rider/bo-hamburger,12818,470.141452285244,58.0,1.74,0.0126863905325443,13.184584178498984
287,1998,race/tour-de-france/1998,Cholet,https://www.procyclingstats.com/race/tour-de-france/1998/stage-4,RR,5:48:32,p1,BLIJLEVENS Jeroen,rider/jeroen-blijlevens,20912,252.0,5:48:40,2538.0,O'GRADY Stuart,rider/stuart-o-grady,20920,365.7113277617657,73.0,1.76,0.0100714285714285,12.045889101338432
288,1998,race/tour-de-france/1998,Chateauroux,https://www.procyclingstats.com/race/tour-de-france/1998/stage-5,RR,5:18:49,p1,CIPOLLINI Mario,rider/mario-cipollini,19129,227.0,5:18:49,1678.0,O'GRADY Stuart,rider/stuart-o-grady,19129,338.2403858727756,73.0,1.76,0.0073920704845814,11.866799100841654
289,1998,race/tour-de-france/1998,Brive-la-Gaillarde,https://www.procyclingstats.com/race/tour-de-france/1998/stage-6,RR,5:05:32,p1,CIPOLLINI Mario,rider/mario-cipollini,18332,210.0,5:05:32,3514.0,O'GRADY Stuart,rider/stuart-o-grady,18332,349.7602435910096,73.0,1.76,0.0167333333333333,11.455378572987126
290,1998,race/tour-de-france/1998,Correze,https://www.procyclingstats.com/race/tour-de-france/1998/stage-7,ITT,1:15:25,p1,ULLRICH Jan,rider/jan-ullrich,4525,58.0,1:15:25,1318.0,ULLRICH Jan,rider/jan-ullrich,4525,499.1240727971032,73.0,1.83,0.0227241379310344,12.817679558011047
291,1998,race/tour-de-france/1998,Montauban,https://www.procyclingstats.com/race/tour-de-france/1998/stage-8,RR,4:40:55,p1,DURAND Jacky,rider/jacky-durand,16855,189.0,4:40:55,3034.0,DESBIENS Laurent,rider/laurent-desbiens,16855,320.86193331846016,65.0,1.7,0.01605291005291,11.213289824977752
292,1998,race/tour-de-france/1998,Pau,https://www.procyclingstats.com/race/tour-de-france/1998/stage-9,RR,5:21:10,p4,VAN BON Léon,rider/leon-van-bon,19270,210.0,5:21:22,2778.0,DESBIENS Laurent,rider/laurent-desbiens,19282,107.70745632256386,65.0,1.7,0.0132285714285714,10.890986412197904
293,1998,race/tour-de-france/1998,Luchon,https://www.procyclingstats.com/race/tour-de-france/1998/stage-10,RR,5:49:40,p5,MASSI Rodolfo,rider/rodolfo-massi,20980,196.5,5:50:39,7542.0,ULLRICH Jan,rider/jan-ullrich,21039,235.02606098620325,73.0,1.83,0.0383816793893129,9.339797518893484
294,1998,race/tour-de-france/1998,Plateau de Beille,https://www.procyclingstats.com/race/tour-de-france/1998/stage-11,RR,5:15:27,p5,PANTANI Marco,rider/marco-pantani,18927,170.0,5:17:07,6672.0,ULLRICH Jan,rider/jan-ullrich,19027,227.98802343556625,73.0,1.83,0.0392470588235294,8.934671782204235
295,1998,race/tour-de-france/1998,Cap d'Agde,https://www.procyclingstats.com/race/tour-de-france/1998/stage-12,RR,4:12:51,p2,STEELS Tom,rider/tom-steels,15171,206.0,4:12:51,2892.0,ULLRICH Jan,rider/jan-ullrich,15171,569.0403780218919,73.0,1.83,0.0140388349514563,13.57853800013183
296,1998,race/tour-de-france/1998,Carpentras,https://www.procyclingstats.com/race/tour-de-france/1998/stage-13,RR,4:32:46,p2,NARDELLO Daniele,rider/daniele-nardello,16366,191.0,4:35:37,1769.0,ULLRICH Jan,rider/jan-ullrich,16537,343.9594422450256,73.0,1.83,0.009261780104712,11.549857894418576
297,1998,race/tour-de-france/1998,Grenoble,https://www.procyclingstats.com/race/tour-de-france/1998/stage-14,RR,4:30:53,p5,O'GRADY Stuart,rider/stuart-o-grady,16253,185.0,4:40:58,4651.0,ULLRICH Jan,rider/jan-ullrich,16858,196.7802631615804,73.0,1.83,0.0251405405405405,10.974018270257444
298,1998,race/tour-de-france/1998,Les Deux Alpes,https://www.procyclingstats.com/race/tour-de-france/1998/stage-15,RR,5:43:45,p4,PANTANI Marco,rider/marco-pantani,20625,189.0,5:43:45,8208.0,PANTANI Marco,rider/marco-pantani,20625,212.5754050800826,58.0,1.72,0.0434285714285714,9.163636363636364
299,1998,race/tour-de-france/1998,Albertville,https://www.procyclingstats.com/race/tour-de-france/1998/stage-16,RR,5:39:47,p4,ULLRICH Jan,rider/jan-ullrich,20387,204.0,5:39:47,7111.0,PANTANI Marco,rider/marco-pantani,20387,193.86572285942535,58.0,1.72,0.0348578431372549,10.00637661254721
